MSZoning,LotFrontage,LotArea,Street,LandContour,Neighborhood,BldgType,HouseStyle,YearBuilt,RoofMatl,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolQC,Fence,SaleType,SaleCondition,SalePrice,TotBath,TotalPorchSF,Pool
RL,64.0,7018,Pave,Bnk,SawyerW,Duplex,1Story,1979,CompShg,Plywood,None,0.0,TA,Slab,NA,NA,NA,NA,0,TA,Y,SBrkr,1535,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Alloca,118858,2,0,No
RL,71.0,7056,Pave,Lvl,NAmes,1Fam,2Story,1963,CompShg,HdBoard,BrkFace,415.0,TA,CBlock,TA,TA,No,BLQ,780,TA,Y,SBrkr,1796,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,140000,3,50,No
RM,50.0,8765,Pave,Lvl,IDOTRR,1Fam,1Story,1936,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,TA,No,ALQ,951,Ex,N,SBrkr,951,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Abnorml,106500,1,28,No
RL,64.0,7018,Pave,Lvl,SawyerW,Duplex,2Story,1979,CompShg,Plywood,None,0.0,TA,Slab,NA,NA,NA,NA,0,TA,Y,SBrkr,2240,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,154,NA,NA,WD,Alloca,142953,2,0,No
RL,100.0,12919,Pave,Lvl,NridgHt,1Fam,1Story,2009,CompShg,VinylSd,Stone,760.0,TA,PConc,Ex,TA,Gd,GLQ,2330,Ex,Y,SBrkr,2364,Ex,Typ,2,Gd,Attchd,Fin,3,TA,TA,Y,0,NA,NA,New,Partial,611657,4,67,No
RL,65.0,6993,Pave,Lvl,Sawyer,1Fam,1Story,1961,CompShg,Plywood,None,0.0,TA,CBlock,TA,TA,No,BLQ,912,TA,Y,SBrkr,1236,TA,Typ,1,TA,Attchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,135000,1,0,No
RL,70.0,7340,Pave,Lvl,NAmes,1Fam,1Story,1971,CompShg,HdBoard,None,0.0,TA,CBlock,TA,TA,No,ALQ,858,TA,Y,SBrkr,858,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,110000,1,0,No
RL,64.0,8712,Pave,Lvl,NAmes,1Fam,1Story,1957,CompShg,MetalSd,None,0.0,Gd,CBlock,TA,TA,Mn,BLQ,992,TA,Y,SBrkr,1306,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,153000,2,0,No
RL,63.0,7875,Pave,Lvl,Gilbert,1Fam,2Story,2003,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,783,Ex,Y,SBrkr,1509,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,NA,NA,WD,Normal,180000,3,75,No
RL,50.0,14859,Pave,HLS,Gilbert,1Fam,1Story,2006,CompShg,VinylSd,BrkFace,27.0,TA,PConc,Gd,TA,No,Unf,1670,Ex,Y,SBrkr,1670,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,144,NA,NA,New,Partial,240000,2,60,No
RL,70.0,6173,Pave,Lvl,Sawyer,1Fam,1Story,1967,CompShg,Wd Sdng,BrkFace,75.0,TA,CBlock,TA,TA,No,GLQ,876,TA,Y,SBrkr,902,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,0,NA,MnPrv,WD,Normal,125500,1,0,No
RL,80.0,9920,Pave,Lvl,NAmes,1Fam,1Story,1954,CompShg,HdBoard,Stone,110.0,TA,CBlock,TA,TA,No,Rec,1056,TA,Y,SBrkr,1063,TA,Typ,0,NA,Attchd,RFn,1,TA,TA,Y,0,NA,MnPrv,WD,Normal,128000,2,164,No
RL,116.0,13501,Pave,Lvl,Somerst,1Fam,1Story,2006,CompShg,VinylSd,Stone,208.0,TA,PConc,Gd,TA,No,GLQ,1623,Ex,Y,SBrkr,1636,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,0,NA,NA,WD,Normal,255000,3,60,No
RL,86.0,11500,Pave,Lvl,Crawfor,1Fam,1.5Fin,1936,CompShg,BrkFace,None,0.0,TA,CBlock,Gd,TA,No,Rec,1017,Gd,Y,SBrkr,2057,Gd,Typ,1,Gd,Attchd,Fin,1,Fa,TA,Y,0,NA,NA,WD,Normal,250000,2,322,No
RL,70.0,8885,Pave,Low,Mitchel,1Fam,1Story,1983,CompShg,HdBoard,None,0.0,TA,CBlock,Gd,TA,Av,BLQ,864,TA,Y,SBrkr,902,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,164,NA,MnPrv,WD,Normal,131000,2,0,No
RL,149.0,12589,Pave,Lvl,Gilbert,1Fam,2Story,2005,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,742,Ex,Y,SBrkr,1484,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,36,NA,NA,WD,Normal,174000,3,24,No
RL,80.0,11600,Pave,Lvl,NAmes,Duplex,2Story,1960,CompShg,MetalSd,BrkFace,361.0,TA,CBlock,TA,TA,No,Rec,1105,TA,Y,FuseA,2274,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,154300,2,0,No
RL,70.0,9286,Pave,Lvl,CollgCr,1Fam,1Story,1977,CompShg,Plywood,None,0.0,TA,CBlock,Gd,Gd,Av,ALQ,1268,TA,Y,SBrkr,1268,Gd,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,173,NA,NA,WD,Normal,143500,2,0,No
RM,51.0,6120,Pave,Lvl,BrkSide,1Fam,1Story,1925,CompShg,MetalSd,None,0.0,TA,BrkTil,TA,TA,No,Rec,768,TA,N,SBrkr,1015,TA,Min1,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,MnPrv,WD,Abnorml,88000,1,232,No
RH,82.0,6270,Pave,HLS,Crawfor,Duplex,2Story,1949,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,BLQ,1001,TA,N,FuseA,2002,TA,Typ,0,NA,2Types,Unf,3,TA,TA,Y,0,NA,NA,WD,Normal,145000,2,0,No
FV,30.0,3000,Pave,Lvl,Somerst,TwnhsE,2Story,2009,CompShg,VinylSd,Stone,76.0,TA,PConc,Gd,TA,Av,GLQ,612,Ex,Y,SBrkr,1224,Gd,Typ,0,NA,Detchd,RFn,2,TA,TA,Y,0,NA,NA,New,Partial,173733,3,234,No
RM,21.0,2001,Pave,Lvl,MeadowV,Twnhs,2Story,1970,CompShg,CmentBd,BrkFace,80.0,TA,CBlock,TA,TA,No,Unf,546,Fa,Y,SBrkr,1092,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,75000,2,0,No
C (all),50.0,9000,Pave,Lvl,IDOTRR,1Fam,1Story,1949,CompShg,AsbShng,None,0.0,TA,CBlock,TA,TA,Av,BLQ,480,TA,N,FuseA,480,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Abnorml,35311,1,0,No
RL,70.0,17140,Pave,Lvl,Edwards,1Fam,1Story,1956,CompShg,VinylSd,None,0.0,TA,CBlock,TA,TA,No,ALQ,1134,Ex,Y,FuseA,1229,TA,Typ,0,NA,Attchd,RFn,1,TA,TA,Y,0,NA,NA,WD,Normal,135000,1,0,No
RL,103.0,13125,Pave,Lvl,SawyerW,1Fam,2Story,1991,CompShg,HdBoard,None,0.0,TA,PConc,Ex,TA,Mn,BLQ,1104,Ex,Y,SBrkr,2127,Gd,Typ,1,TA,Attchd,RFn,3,TA,TA,Y,72,NA,GdPrv,WD,Normal,238000,4,416,No
RL,87.0,11029,Pave,Lvl,NAmes,1Fam,1Story,1958,CompShg,MetalSd,None,0.0,TA,CBlock,Gd,TA,No,ALQ,1184,Ex,Y,SBrkr,1414,TA,Min1,1,TA,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,176500,2,241,No
RL,70.0,8462,Pave,Lvl,SawyerW,1Fam,2Story,1994,CompShg,HdBoard,BrkFace,105.0,Gd,PConc,Gd,Gd,No,GLQ,928,Ex,Y,SBrkr,1721,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,300,NA,NA,WD,Normal,201000,4,87,No
RL,67.0,8777,Pave,Lvl,Edwards,Duplex,1.5Fin,1900,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,ALQ,1272,Gd,Y,SBrkr,2200,TA,Typ,0,NA,NA,NA,0,NA,NA,N,0,NA,GdPrv,WD,Normal,145900,6,70,No
RL,65.0,10237,Pave,Lvl,Gilbert,1Fam,1Story,2005,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,GLQ,1316,Ex,Y,SBrkr,1316,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,100,NA,NA,New,Partial,169990,2,0,No
RL,50.0,8012,Pave,Lvl,SawyerW,TwnhsE,1Story,1993,CompShg,Plywood,None,0.0,TA,PConc,Gd,TA,No,LwQ,1604,Ex,Y,SBrkr,1617,Gd,Typ,1,Fa,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,193000,3,69,No
RL,79.0,10240,Pave,Lvl,NWAmes,1Fam,1Story,1980,CompShg,Plywood,BrkFace,157.0,Gd,CBlock,Gd,TA,No,BLQ,1686,TA,Y,SBrkr,1686,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,384,NA,NA,WD,Normal,207500,3,131,No
RL,70.0,15611,Pave,Lvl,NWAmes,1Fam,1Story,1977,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,Av,ALQ,1126,TA,Y,SBrkr,1126,Ex,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,180,NA,NA,WD,Abnorml,175000,3,0,No
RL,93.0,11999,Pave,Lvl,NridgHt,1Fam,2Story,2003,CompShg,VinylSd,BrkFace,340.0,TA,PConc,Gd,TA,No,Unf,1181,Ex,Y,SBrkr,2374,Ex,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,104,NA,NA,WD,Normal,285000,3,100,No
RL,70.0,9900,Pave,Lvl,NWAmes,1Fam,2Story,1968,CompShg,MetalSd,BrkFace,342.0,TA,CBlock,TA,TA,No,BLQ,832,Gd,Y,SBrkr,1978,TA,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,NA,GdPrv,WD,Normal,176000,3,43,No
RL,70.0,11838,Pave,Lvl,CollgCr,1Fam,1Story,2001,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,Av,Unf,1753,Ex,Y,SBrkr,1788,Ex,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,202,NA,NA,WD,Normal,236500,2,151,No
RL,70.0,13006,Pave,Lvl,Gilbert,1Fam,2Story,1997,CompShg,HdBoard,BrkFace,285.0,TA,PConc,Gd,TA,No,Unf,964,Gd,Y,SBrkr,2236,Gd,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,0,NA,NA,WD,Normal,222000,3,0,No
RL,73.0,8925,Pave,HLS,Timber,1Fam,1Story,2007,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,Av,GLQ,1466,Ex,Y,SBrkr,1466,Gd,Typ,0,NA,Attchd,Fin,3,TA,TA,Y,100,NA,NA,WD,Normal,201000,2,18,No
RL,70.0,9100,Pave,Lvl,NAmes,1Fam,1Story,1965,CompShg,VinylSd,None,0.0,TA,CBlock,TA,TA,No,BLQ,925,Ex,Y,SBrkr,925,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,GdWo,WD,Normal,117500,2,0,No
RL,84.0,11670,Pave,Lvl,Somerst,1Fam,1Story,2006,CompShg,ImStucc,Stone,302.0,TA,PConc,Ex,Gd,No,Unf,1905,Ex,Y,SBrkr,1905,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,0,NA,NA,WD,Normal,320000,2,191,No
RL,63.0,8487,Pave,Lvl,CollgCr,1Fam,1Story,2004,CompShg,VinylSd,BrkFace,210.0,TA,PConc,Gd,TA,Av,GLQ,1500,Ex,Y,SBrkr,1500,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,192,NA,NA,WD,Normal,190000,2,36,No
RL,52.0,5825,Pave,Lvl,BrkSide,1Fam,1Story,1926,CompShg,MetalSd,BrkFace,108.0,Gd,PConc,Fa,TA,Mn,Unf,600,Gd,Y,SBrkr,747,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,79900,1,32,No
RL,67.0,10083,Pave,Lvl,SawyerW,1Fam,1Story,2003,CompShg,VinylSd,None,104.0,TA,PConc,Gd,TA,No,GLQ,1176,Ex,Y,SBrkr,1200,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,184900,3,41,No
RL,75.0,9675,Pave,Lvl,Somerst,1Fam,2Story,2005,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,Mn,GLQ,1113,Ex,Y,SBrkr,1971,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,253000,3,48,No
RL,73.0,8760,Pave,Lvl,CollgCr,1Fam,2Story,2006,CompShg,VinylSd,None,0.0,TA,PConc,Gd,Gd,Mn,GLQ,1391,Ex,Y,SBrkr,1962,Gd,Typ,0,NA,Attchd,RFn,3,TA,TA,Y,0,NA,NA,New,Partial,239799,3,90,No
RL,70.0,24090,Pave,Lvl,ClearCr,1Fam,2Story,1940,CompShg,MetalSd,None,0.0,Gd,CBlock,TA,TA,Mn,Unf,1032,Ex,Y,SBrkr,2403,TA,Typ,2,TA,Attchd,Unf,1,TA,TA,Y,56,NA,NA,COD,Normal,244400,2,318,No
RL,55.0,12640,Pave,Lvl,Mitchel,Duplex,1Story,1976,CompShg,Plywood,None,0.0,TA,CBlock,TA,TA,Gd,Rec,1728,TA,Y,SBrkr,1728,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,40,NA,NA,WD,Normal,150900,2,0,No
RL,70.0,8755,Pave,Lvl,Gilbert,1Fam,2Story,1999,CompShg,VinylSd,BrkFace,298.0,TA,PConc,Gd,TA,No,ALQ,992,Ex,Y,SBrkr,2060,Gd,Typ,1,TA,BuiltIn,RFn,2,TA,TA,Y,0,NA,GdPrv,WD,Normal,214000,4,0,No
RL,42.0,7711,Pave,Lvl,Edwards,Duplex,1Story,1977,CompShg,MetalSd,None,0.0,TA,PConc,Gd,TA,Gd,GLQ,1440,TA,Y,SBrkr,1440,TA,Typ,0,NA,NA,NA,0,NA,NA,N,321,NA,NA,Oth,Abnorml,150000,4,0,No
RL,100.0,25000,Pave,Low,Mitchel,Duplex,1Story,1967,CompShg,Plywood,None,0.0,TA,CBlock,TA,TA,Av,Unf,1632,TA,Y,SBrkr,1632,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,P,0,NA,NA,WD,Normal,143000,2,0,No
RL,70.0,14375,Pave,Lvl,Timber,1Fam,SLvl,1958,CompShg,HdBoard,BrkFace,541.0,TA,CBlock,TA,TA,No,GLQ,819,Gd,Y,FuseA,1344,Gd,Typ,1,Gd,Basment,RFn,2,TA,TA,Y,0,NA,NA,COD,Abnorml,137500,2,351,No
RM,98.0,8820,Pave,Lvl,OldTown,1Fam,1.5Fin,1890,CompShg,VinylSd,None,0.0,TA,BrkTil,TA,TA,No,LwQ,1088,TA,Y,SBrkr,1869,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,48,NA,MnWw,WD,Normal,124900,1,244,No
RL,70.0,8163,Pave,Lvl,NAmes,1Fam,SLvl,1959,CompShg,HdBoard,BrkFace,128.0,Gd,CBlock,TA,TA,Av,ALQ,1144,TA,Y,SBrkr,1144,TA,Typ,1,TA,Attchd,RFn,1,TA,TA,Y,86,NA,NA,WD,Normal,143000,2,0,No
RL,85.0,14536,Pave,Lvl,Timber,1Fam,1Story,2002,CompShg,VinylSd,BrkFace,236.0,TA,PConc,Gd,TA,Av,GLQ,1616,Ex,Y,SBrkr,1629,Gd,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,0,NA,NA,WD,Normal,270000,3,252,No
RL,65.0,14006,Pave,Lvl,CollgCr,1Fam,2Story,2002,CompShg,VinylSd,BrkFace,144.0,TA,PConc,Gd,TA,NA,Unf,936,Ex,Y,SBrkr,1776,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,144,NA,NA,WD,Normal,192500,3,96,No
RL,78.0,9360,Pave,Lvl,NWAmes,1Fam,1Story,1972,CompShg,Plywood,None,0.0,TA,CBlock,TA,TA,No,ALQ,1161,TA,Y,SBrkr,1381,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,197500,3,0,No
RL,60.0,7200,Pave,Lvl,NAmes,1Fam,1Story,1950,CompShg,VinylSd,None,0.0,TA,CBlock,TA,TA,No,ALQ,864,Gd,Y,SBrkr,864,Gd,Typ,0,NA,Detchd,RFn,2,TA,TA,Y,194,NA,NA,WD,Normal,129000,2,0,No
RH,60.0,7800,Pave,Lvl,SawyerW,1Fam,1Story,1965,CompShg,VinylSd,None,0.0,TA,CBlock,TA,TA,No,BLQ,828,Gd,Y,SBrkr,965,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,421,NA,MnPrv,WD,Abnorml,119900,2,0,No
RL,60.0,7200,Pave,Lvl,CollgCr,1Fam,SFoyer,1972,CompShg,HdBoard,None,0.0,Gd,CBlock,Gd,TA,Av,GLQ,768,Gd,Y,SBrkr,768,TA,Typ,0,NA,Detchd,Fin,1,TA,TA,Y,192,NA,MnPrv,WD,Normal,133900,2,0,No
RL,70.0,11075,Pave,Lvl,Mitchel,1Fam,2Story,1969,CompShg,HdBoard,BrkFace,232.0,TA,CBlock,TA,TA,Av,ALQ,784,Ex,Y,SBrkr,1968,TA,Min2,1,Po,Attchd,RFn,2,TA,TA,Y,305,NA,MnPrv,WD,Normal,172000,4,189,No
RL,35.0,9400,Pave,Lvl,Edwards,Duplex,SFoyer,1975,Tar&Grv,Plywood,BrkFace,250.0,TA,CBlock,Gd,Gd,Gd,GLQ,945,TA,Y,SBrkr,980,TA,Typ,0,NA,NA,NA,0,NA,NA,Y,0,NA,NA,WD,AdjLand,127500,4,0,No
RH,82.0,7136,Pave,HLS,Crawfor,Duplex,2Story,1946,CompShg,MetalSd,BrkFace,423.0,TA,CBlock,Gd,TA,No,Rec,979,TA,N,FuseF,1958,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,145000,2,0,No
RM,24.0,1300,Pave,Lvl,Blueste,TwnhsE,2Story,1980,CompShg,MetalSd,None,0.0,TA,CBlock,Gd,TA,No,ALQ,561,TA,Y,SBrkr,1229,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,150,NA,GdPrv,WD,Normal,124000,2,0,No
RL,70.0,7420,Pave,Lvl,Sawyer,1Fam,1Story,1962,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,Rec,1057,TA,Y,SBrkr,1057,TA,Typ,0,NA,Detchd,Fin,2,TA,TA,Y,0,NA,NA,WD,Normal,132000,1,0,No
RL,65.0,8450,Pave,Lvl,CollgCr,1Fam,1Story,2003,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,Mn,GLQ,1337,Ex,Y,SBrkr,1337,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,185000,3,39,No
FV,24.0,2572,Pave,Lvl,Somerst,Twnhs,2Story,1999,CompShg,MetalSd,None,0.0,TA,PConc,Gd,TA,No,ALQ,696,Ex,Y,SBrkr,1416,Gd,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,155000,4,44,No
RL,50.0,7207,Pave,Lvl,BrkSide,1Fam,1Story,1958,CompShg,Plywood,None,0.0,Gd,CBlock,TA,TA,Gd,BLQ,858,Gd,Y,SBrkr,858,TA,Typ,0,NA,NA,NA,0,NA,NA,Y,117,NA,NA,WD,Normal,116500,2,0,No
RL,70.0,12227,Pave,Lvl,NWAmes,1Fam,2Story,1977,CompShg,HdBoard,BrkFace,424.0,Gd,CBlock,Gd,Gd,No,ALQ,1330,TA,Y,SBrkr,2872,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,550,NA,NA,WD,Normal,272000,4,282,No
RL,24.0,2308,Pave,Lvl,NPkVill,TwnhsE,2Story,1976,CompShg,Brk Cmn,None,0.0,TA,CBlock,Gd,TA,No,ALQ,804,TA,Y,SBrkr,1548,Gd,Typ,1,TA,Detchd,Unf,2,TA,TA,Y,48,NA,NA,WD,Normal,155000,4,0,No
RL,122.0,11923,Pave,Lvl,CollgCr,1Fam,1Story,2007,CompShg,VinylSd,None,0.0,TA,PConc,Ex,TA,No,Unf,1800,Ex,Y,SBrkr,1800,Ex,Typ,0,NA,Attchd,Fin,2,TA,TA,Y,288,NA,NA,WD,Normal,239000,2,136,No
RL,80.0,11316,Pave,Lvl,Timber,1Fam,2Story,2002,CompShg,VinylSd,BrkFace,44.0,TA,PConc,Gd,TA,No,GLQ,817,Ex,Y,SBrkr,1894,Gd,Typ,1,Gd,BuiltIn,Fin,2,TA,TA,Y,0,NA,NA,WD,Normal,214900,4,40,No
RL,65.0,10237,Pave,Lvl,Gilbert,1Fam,2Story,2005,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,783,Ex,Y,SBrkr,1484,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,NA,NA,New,Partial,178900,3,72,No
RL,130.0,9600,Pave,HLS,Crawfor,1Fam,1.5Fin,1940,CompShg,MetalSd,None,0.0,Gd,BrkTil,TA,Fa,No,Rec,728,Ex,Y,SBrkr,1308,TA,Min2,2,TA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,160000,3,70,No
RL,70.0,7390,Pave,Lvl,NAmes,1Fam,1Story,1955,CompShg,Wd Sdng,BrkFace,151.0,TA,CBlock,TA,TA,No,ALQ,1098,TA,Y,SBrkr,1098,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,135000,2,0,No
RM,50.0,5925,Pave,Lvl,OldTown,1Fam,1.5Fin,1910,CompShg,VinylSd,None,0.0,TA,BrkTil,TA,TA,No,Unf,600,Fa,N,SBrkr,968,TA,Typ,0,NA,NA,NA,0,NA,NA,Y,0,NA,GdWo,WD,Abnorml,37900,1,0,No
RL,75.0,10382,Pave,Lvl,NAmes,2fmCon,SLvl,1958,CompShg,HdBoard,BrkFace,105.0,Fa,CBlock,TA,TA,Gd,ALQ,588,TA,Y,SBrkr,1095,TA,Typ,0,NA,Attchd,RFn,1,TA,TA,Y,0,NA,NA,ConLD,Normal,140000,2,0,No
RL,60.0,10800,Pave,Lvl,NAmes,1Fam,1.5Fin,1949,CompShg,AsbShng,None,0.0,TA,CBlock,TA,TA,No,Unf,720,TA,N,FuseA,1192,TA,Typ,0,NA,NA,NA,0,NA,NA,Y,0,NA,NA,WD,Abnorml,135000,2,0,No
RL,36.0,2268,Pave,Lvl,NridgHt,Twnhs,2Story,2003,CompShg,Wd Shng,Stone,106.0,TA,PConc,Gd,TA,No,GLQ,764,Ex,Y,SBrkr,1626,Gd,Typ,0,NA,BuiltIn,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,173000,2,27,No
RL,55.0,7892,Pave,Lvl,SawyerW,TwnhsE,1Story,1979,CompShg,Plywood,None,0.0,TA,CBlock,Gd,TA,No,Unf,918,TA,Y,SBrkr,918,TA,Typ,1,TA,Attchd,Unf,1,TA,TA,Y,28,NA,NA,WD,Normal,99500,2,0,No
FV,95.0,11639,Pave,Lvl,Somerst,1Fam,1Story,2007,CompShg,CmentBd,None,104.0,TA,PConc,Gd,TA,No,Unf,1428,Ex,Y,SBrkr,1428,Gd,Typ,0,NA,Attchd,Fin,2,TA,TA,Y,0,NA,NA,New,Partial,182000,2,120,No
RL,60.0,11414,Pave,Lvl,BrkSide,1Fam,2Story,1910,CompShg,HdBoard,None,0.0,Gd,BrkTil,Gd,TA,No,Unf,728,TA,N,SBrkr,2019,Gd,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,509,NA,GdPrv,WD,Normal,167500,1,135,No
FV,70.0,2651,Pave,Lvl,Somerst,Twnhs,2Story,2000,CompShg,MetalSd,None,0.0,TA,PConc,Gd,TA,No,GLQ,673,Ex,Y,SBrkr,1382,Gd,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,153,NA,NA,WD,Normal,165000,4,50,No
RL,51.0,5900,Pave,Bnk,BrkSide,1Fam,1Story,1923,CompShg,Wd Sdng,None,0.0,TA,PConc,Gd,TA,No,Unf,440,TA,Y,FuseA,869,Fa,Typ,0,NA,NA,NA,0,NA,NA,Y,0,NA,NA,WD,Normal,85500,1,0,No
FV,35.0,4274,Pave,Lvl,Somerst,TwnhsE,1Story,2006,CompShg,VinylSd,None,104.0,TA,PConc,Gd,TA,No,GLQ,1241,Ex,Y,SBrkr,1241,Gd,Typ,0,NA,Attchd,Fin,2,TA,TA,Y,0,NA,NA,New,Partial,199900,3,116,No
RL,68.0,9450,Pave,Bnk,Edwards,1Fam,1Story,1954,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,LwQ,894,Ex,Y,SBrkr,894,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Abnorml,110000,1,0,No
RL,80.0,8816,Pave,Lvl,Sawyer,1Fam,1Story,1963,CompShg,VinylSd,None,0.0,TA,PConc,TA,TA,No,Rec,1121,TA,Y,SBrkr,1121,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,MnPrv,WD,Normal,139000,2,80,No
RL,70.0,12122,Pave,Lvl,NAmes,1Fam,SFoyer,1961,CompShg,CmentBd,Stone,210.0,TA,CBlock,TA,TA,Av,ALQ,944,Gd,Y,SBrkr,999,Ex,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,144,NA,NA,WD,Normal,178400,2,76,No
RL,98.0,12203,Pave,Lvl,NoRidge,1Fam,2Story,1998,CompShg,VinylSd,BrkFace,975.0,TA,PConc,Gd,TA,No,GLQ,1225,Ex,Y,SBrkr,2612,Gd,Typ,1,TA,Attchd,Fin,3,TA,TA,Y,250,NA,NA,WD,Normal,336000,4,0,No
RL,43.0,3182,Pave,Lvl,Blmngtn,1Fam,1Story,2007,CompShg,VinylSd,BrkFace,16.0,TA,PConc,Gd,TA,Av,Unf,1266,Ex,Y,SBrkr,1266,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,100,NA,NA,WD,Normal,159895,2,16,No
RL,70.0,11250,Pave,Lvl,CollgCr,1Fam,2Story,2002,CompShg,CmentBd,None,0.0,TA,PConc,Gd,TA,Mn,Unf,1128,Ex,Y,SBrkr,2290,Gd,Typ,1,Gd,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,255900,3,0,No
RL,75.0,10125,Pave,Lvl,Mitchel,Duplex,1.5Fin,1977,CompShg,Plywood,None,0.0,TA,CBlock,NA,NA,NA,NA,0,TA,Y,SBrkr,1734,Gd,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,0,NA,NA,COD,Normal,126000,2,0,No
